,scene_token,sample_token
18,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,4776a85f0c42030fa7c2470e90b0dddf3c3191ad787084e3402fa72c2950a597
19,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,d7f38554b796fbfbfd0623537688bbb736c970b77554f3ac792def9792e3a044
20,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,acc0b9aff044cd13c9d4e99143e6c0959488e771bea5c6b5065e7e3486754afa
21,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,af3614279ffd0e50b8cb644ed17ab00277050c4c0b7a39c8e3b09afd89bd2156
22,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,256965d00a7299b98a3a1c04d343375df5a4420163aade2d33cc7da808654508
23,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,f52c40d4c48e79434ca52efb9f1b3664a2a0e3d943c36c1b65919e94a8d45e55
24,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e416fec6447603807f2afe66632173990c2c2aca376bdc44977a059d73f2c67a
25,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e922c6718f27c1914e69c60c7126738480fee205fbd3de2457cb156369e644f5
26,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,89999ee297dfb48c99cfb8fa083d014b33c2834b5b39377fcadfb8656f21d26c
27,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,69b8d97c36f4a706c1e800b75529f6267238b64851f8622f8a57bf4bab9ae2f3
28,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,6b9633d3b8705716b1f8eac105ca0028100493107652ddceef7c7bfea4ab6c8f
29,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,79e2829f8278c1f566bb0357ba25a8b0b047b62e0a0c06620319512432adb0cf
30,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e4c1af4560e815934352e48e1a4b5c19a0de19fd27b084eacf3770ddebbaa456
31,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,f69fe50e3b4d7067e9fc9a8b2bdc901dc7ecd4ea298413d4a80604b0a99c6060
32,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,04f85af708c23e806c26ee17178af33ad4566ed59222a415ef5cd3f78fbf9943
33,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,1b8c11c4e5adfced9d9a830e980a9c110be43ebc4a7faf68912342c038b7dcde
34,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,02d7b4cacf9e28a4acf229cb6844a827938213e57c7d93f898ad4929234c4836
35,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bd79033cb6ccd9e4c5c8163b7322338fbb658575db8bf92eddee48a194526234
36,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,70562a287a86859fd4868a572bc2e8d26a1d84b10ed0c4be3bcee94cff2afd58
37,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,6a72260cd7c0ab4c6bef4ebfe490047b0c3833b136dc9ce0ec9f045093d68570
38,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,c2759686682339db5f6b51a1ed2b31b13d77fee1599486854595f4f230b7e15d
39,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,cef1e6ea8e9198a061de6b095bb446b0fcb38352575f6d01dc25a802f698fd27
40,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,003aaf1cf40bd0e7ddcf0e01ada703c1127b969e6dd1a953621d4e0ac98637c3
41,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bd24cb76e2b58332903aae9ea5ce458d9fbd6547c965593c4a7bb846497cd38f
42,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e4372e0df9a743853d3c4c3110516ac2ba450c5bff653d04576e44ae3ee65cff
43,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,060507603e4f7478976faf0cccdfc62a831ea60e3f819d32554195b0f088903f
44,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,b488cb0432f8832d9cfafc5cbfddc3fe0af55513c22826cadfeed4e92f775955
45,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,447375f9cc395a406e6c940406f675972af37e4db61b3a1a5148586ff7267068
46,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bed0b577baadef28b86d674a90adbc6192de46b9f1a80b5b73db7940bb781823
47,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,b0d1d31ce9c922b2b8dd537f99d39373dc01c82471066c048e2c83af9c6843aa
48,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,d14c396a0f3febada04dda943126ae6a20397075372f920d5db02ae9ea6d1e32
49,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,fefae2c91326e6ee70ec62d91e15ad68cd1103e35a33a7c9571498e9f8c050d9
50,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,6fb0c28f5ff6d00a0b399c9a19d81c2933b847dac4e4334fbd0615ce93bb125d
51,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,73c29572d3afbadc2ee596c7c143ddea7c84ef0e76071fa3faf02367cb1f8dac
52,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,329548c961ba008504ce64731f531be4dc79f49a0257b4ea5ab340f20ace423d
53,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e94246fe1196f2cd314f66f75d735fd6bc09f877b2f3e84aa926157197992dfa
54,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bf3f82bd9655eb3b6dda181810443c551a528d32bf95fccbfe423897d67b0918
55,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,1def00a125afdf9ddb60493841623d3edff90a270738a277a31e8e5a68497b89
56,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,007555337d252ef2350fec6ff2c4e1f323c74e06fcd5ca30dc02a838a44b5b2c
57,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,277d1b0dd9f92a2e7596678898632ce37b7a957d168e055f6ff6bc3bfc835f32
58,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,38eb82c2defb661eff718764c6951a9719524f2b9565f9dcee31ef18e759bc98
59,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,ddf69abe8484430a98cecd2f5268089158edd943b9412094d86db326f6f65b7c
60,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bcdcf09bed1c8ea55a3fadd98009e258610ba69699ee7b049e1800ff2cc01ba6
61,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,6777fb9fc041c7b908e193ba12a852cd2a9b9927058b206deffd1b67ad5d326c
62,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,aeb935b7e6db5a13d983dac9be99be5dc92144c034188d637fb117f894101490
63,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,ba81fc17eedd0a6830371e646518707485ccedcb1ea72b28bffb956e1a95aa63
64,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,ededd58e2d6b6378178a0ec38f79707d47bb76eea6f6e586e67e5bc86bebc8a0
65,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,a41314f344851b20d5ad50f346760384ef86654b62ab7c07c5832afe2d925a37
66,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,c9ccb917f3255792aae83092d7af7f7c7e2f25c3ce0aefcdf3747ca0227b6d38
67,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,92a96b168083d56883b94b2126a978caaf8ddfc3e76e4b80d148e381858c6f7f
68,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e9be1ceb8b4350960797de812b6fdf03f0b562bfe52a725f29514d121c7da82d
69,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,9171075f57cd2555e98775cbd1ccd1a069c50da0d2594e9b9a5caa0182713bd5
70,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,95da0c0a8a619eabf82dbf89d5bd65196dd7cfbb3c6ddac4cd7f0be60a993d1d
71,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,107253e02ac1bd6173b44552c13e86db9b8fa0cdfc9e6ca28b68d3d8a1246cf9
72,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,ca294951b2330eca9d7af7c4fc4c394ed3b90e5122888d27492c495532421c6d
73,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,06582670822881033c92db5e1362da25228e28c4eb45544f1e53763fd884b9c4
74,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,1dc2e0c40f5bd7b0c35a496d53b3a6540b4dd22fb44842cc9792e09fc5bd1319
75,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,53f2e6cc6de1170c999d8cd9b02e09fd1dc9b3ef3930cc410de73de49b6e2996
76,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,e9b9974899e6aa55a8d7846940cfe9f5e03df915434379027efbfb958155dd23
77,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bed6fe861f8d3f8bd2b8b877d390362b0e8cae9a7a9bb73a91e1eff4383366eb
78,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,73c27a1b1abff3ad7b47c333a7a95cb8ebe979a2caf9c173f9c6855d89d048b1
79,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,51da04b1cc5d0d09fa3968c7c46264b4b7ddebb1360a3bf72f15d3dff2259072
80,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,93d35096702e4df9ef780b2badf64f8978bc87e69d33f7d119d41428837011ad
81,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,b817bfc74fcb5f2832d3b9680037395b247c69cd11b6bcd8751d050ae5886884
82,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,87c3db1af5ff3985dd0d3eb36569c9cfde531e7b86dc93a9c77a04964d01229d
83,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,a6fec5f5663bf7d1b4d201a468b5f187d4cbd63bc956d3cb9197fdb171908301
84,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,f31004194fb9fbca9c05e8d75704bfb2caf726614cd9595070079de538fc58f2
85,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,8e3960e00f35d8a5ab83e40b23ec5aa67b4bf21cc2096eec2898564a4ca3f3d2
86,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,a4b44597a05bd126ad3c464cf3cbe71261660056ecd19a72a3b67c4def6ec96e
87,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,01058ef0f8feadf25c7993da0ba80e1135b28820472fa624a2ddd78fbad762aa
88,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,f53ca8f9d5cc86522bdd894d1162c82a0f6e771b9b9584fa2bd9acbe4a0710ad
89,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,b8c648b42938e0383de04cf59e325188944c9bf23386605c8fed03eed395ae20
90,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,b4c8c2d4fd811b8df0b12821de2ccd1949a2a7f01ec315547e0d9d403f66e8ef
91,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,906d95a6717089e8e328ea5cf8e9f887780ba9c8b56495fbe835666f7c8468c5
92,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,c8fa835418e14cd168e91eee3b72460b2a72ffd45b8f1c96acbc8cd06debd391
93,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,4136f8d10ec3b31a89b23d03bf6bbac7b0d57a1df228bb3025fdfc880cec6191
94,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,28e9888bd9ccec6853879edb8e228c2ec64aff4d4cad082ba78a4afe129d1cee
95,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,bdeeb9171657a983322dbde45aa67f60dd53d3e688cf4b4867b10e8bbc114186
96,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,05f46f455fa62e133dca94c278e1415b88ee7f79bf546f70ef9986479ef2bdab
97,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,b5244d6b8edf987fcf8b4970fc5dafe37c454b4ebff95701d161aa4ee9eb22d4
98,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,9ce643d2924b24586054d1c2177cb94753ca88fc6c0e77f8b3bb1d186a46acea
99,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,f30c989988122ba8ece57da6b7bfd4d625ec5ba5392a1dd7f695273dbde71910
100,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,af20278f71a426b4566eb297e1070e09af5b7fc028c0b60b467fa446bf4859cf
101,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,55c2617eeb597584c86b363c8a29f570874d3ed985290ec9a599ef95711c438b
102,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,786d8113224a714a90ac78dd0731fdbd551634415abb80fb291866fee16e28a9
103,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,29e6efd29576c324bfd9fb9eedc82919d0db5548b0e1d3017f30095bacd6ac81
104,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,5e25ee7b487194a20c17dfa5d878b5b15e6ef994a88675a8208a512123932046
105,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,8e9cf5bf66bc85db16734a5b985b2d84d8ed6d75367d81d69c37f263386c02af
106,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,4e969b33f0599c42a41db69d7e0393403ddb027468e732684ded458ad7875cbd
107,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,9dc3bf0aac4af0afa2bca0a16f40fc6f057e601aaeacbf22f4d61c6cb450dfbf
108,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,8139ca3f41f84e95c9c9cc24c7ef714e3c56cb76e60cc709659223cf5979eb72
109,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,8c7a6601fc91f1844bc97ca000a1a50916614787b6f42981fe13e03e0c94c159
110,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,61285b31c5844c7a3c814c371ccaa5dbfd166f0544ad7018fc014f19f860c2ce
111,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,2f88e26f12ab542c5594950ff5df4f31b898f5c36e40c626beaf7cdfc51544e7
112,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,cf015d2550bd138d1ab7b45f3d1bf382cb1a0f93528220f921c02ec558de0abe
113,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,3babdcc3af943086db465f7d24c8df376e9b68593086ec76d4bee69ca412e842
114,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,07efaf72925393ca8a3d90f9fdea468a67f219be21e702a814387a1c381b7d52
115,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,ebb102a6a7b63d524869100b520d22b669070dcf2ee4465e4899430dfadff82c
116,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,71d93e85264c186c3d5b64fc82d4ac648e5b1be7f73088d905ab31780ca848fc
117,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,7ee5da782f86413e3637ca000637f999be303489ca7efc8e927297f8f1ab9a06
118,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,a055660422fe689cc7d002a28bb5c551a3dd5a256bb5f5f5fa520430c057b448
119,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,755b3e9fa22a44360aeb6030e5c5910e684c1f3a49fedf436edb8e9ad2d877f0
120,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,98be3d4712ae6d6a72810290df8465a1c8958a2f8cc8f14ae19bb985fc9c2a20
121,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,4dd03dca1c846294078b4bc733bbacf8d179c516d39b5e34f814b66f697a3bfa
122,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,d379ee2f3cea0f7932b13285930ef3381be75b6f0cd2c589e8497921be568f9d
123,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,9aa25658c3cfd7ae33912c6fcb321f03e68f672b2543aa56fb23b1fb37ff57ca
124,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,4bc723e8dec21b0b128866e6b9247adebb11d7a23c7e606eda6c3ee4da0f005e
125,41bdc6cc36d768bb74315128a329e7c6554bd2a6ad6bfc6f126528c9ea09dec5,3ab3406e5cdeb5e7698a3d87cc4eb0ceb455dc5a8f1f9baa4d0d71e6fc5f6aec
126,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,2d96b2588f8c4ae81c94ceeda42b3b03e977dfff190c52b56243e9b00ee42962
127,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,040ca6f0982e3bb808dc9852f22f2205afcdea3e23e8ab4d262b89b5347f8290
128,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,7b350a81b473fdbe56485d8bf17faeb88ae671bfb2217eb8f31f55d245696912
129,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,bfd30c047ce7ca1dafb3dc9d80ca908a79b5aa4db1bcbdd43faedddebcc18e96
130,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,bf602c5b2efd0167356aeadf2aa9faab7038bcc57fdffa269ef6e527b9994459
131,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,b7ceca6716c37d8d342443fa8dc13b59b1ca8a512e2e7fc2017026e1814fca87
132,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,943f05880ecd129b16f32e1cb7d5706f545abcab198b87a23650a7c7aa78bb50
133,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,5776624d798c0bf7eaf50e227f6280d7a91d2b093f8cdfa52e1a4ed178c9118d
134,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,fbb45f88447cf728d3b2cd6d54bffb2b8f5321837241c273ac6031d9b8173fb0
135,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,175bd1921d96cad193af91a9ca48574966b90990932c32e1c519fdfe443f2fc1
136,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,37634b63cdea70722a127dda2f4242d7510fedc7700c39b8bc5726d1311505a9
137,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,6b82da22596a2846f9a3f24123d092440c1bb10ae241ff20767130dc93516ce0
138,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,53967cfc85eee6ab6886e0a56c510a4fc264932b45957d6c4b5494582322796a
139,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,3f98cea0cef7958d24773f6108a3cb130d18519e9b3f2efb72b2aa14df777ca9
140,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,8294c7813ed9bc34d004abbd8fd3d9f5524a84a540fb0fc4cc2d8cdf5070bd51
141,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,d26c39e6bab541d91668f12cf28cf52881cbe8ae5ebe6817382cf670147f23f3
142,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,230732c03635f58f6ebc9bdf5c8bfefd651b0170b9b5222903633edcec43b61a
143,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,552b5f9427de867d25ed1bb63a4ae16ddd4bafa8b92c0baa4e0cf9d32667819c
144,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,14de5bce06d38ac699fca1a60aa1f9eecfb37c0aa5b467e2094a69a2dec5085d
145,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,08bdf236e061c2056e570e8aecc61b8354829dd674abca97c0c096f0eb58c048
146,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,6a1dcac89c52e4a77e9e7443c8f25ead7e31c46a843782f4c661a2cbed9c0578
147,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,e22a2d4d08789ce3d08867747e34effc54682816b6b8bd832d9572cc86f34806
148,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,14cb39861c85b23173db6a32dac5b1845883cb0743702deff1e0cf78257cea13
149,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,942e8d22617a8ba4af4ff511585ae6226d903275de9b1aa385dbb227983e4018
150,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,3d4726e8c8fb1556fd064b79bbaf2f3789bba89efc9920d94924f109373a2361
151,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,2b99bcc024e8d896dc79c7e208d190ec8f6372e080b8cfe5b28c69e4ce71f3d3
152,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,d952a7d0df3805ad668daf8a61c4cf5b6fc50fc9da228430e57c814a3d32131a
153,2bd00da3465bac6fdfe2177a12118650679e84e3133b2da8e4678d9d8d21b75d,7bdd3aaa5822cbd9f4cf2b674341c542aad7bca4465c9969db2c3a12fc6353d3
